Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,amount,type
6561106BF1,STATUS,PA BOLZANO,2017-03-30 00:00:00.000,Variant 26,26,200000.0,FORNITURE
6561106BF1,CONTRACT-END,PA BOLZANO,2017-04-30 00:00:00.000,Variant 26,26,200000.0,FORNITURE
6561106BF1,STATUS,PA BOLZANO,2017-04-30 00:00:00.000,Variant 26,26,200000.0,FORNITURE
6561106BF1,VARIANT,PA BOLZANO,2017-04-30 00:00:00.000,Variant 26,26,200000.0,FORNITURE
6561164BCE,CREATION,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,125631.0,FORNITURE
6561164BCE,AWARD,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,125631.0,FORNITURE
6561164BCE,CONTRACT-START,EMILIA ROMAGNA,2016-03-30 00:00:00.000,Variant 1,1,125631.0,FORNITURE
6561164BCE,VARIANT,EMILIA ROMAGNA,2018-02-23 00:00:00.000,Variant 1,1,125631.0,FORNITURE
6561164BCE,CONTRACT-END,EMILIA ROMAGNA,2018-06-30 00:00:00.000,Variant 1,1,125631.0,FORNITURE
656117333E,CREATION,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,AWARD,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,CONTRACT-START,EMILIA ROMAGNA,2016-03-30 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,STATUS,EMILIA ROMAGNA,2016-06-30 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,STATUS,EMILIA ROMAGNA,2016-12-31 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,STATUS,EMILIA ROMAGNA,2017-06-30 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,VARIANT,EMILIA ROMAGNA,2018-02-23 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,CONTRACT-END,EMILIA ROMAGNA,2018-06-30 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
656117333E,STATUS,EMILIA ROMAGNA,2018-06-30 00:00:00.000,Variant 47,47,1994309.12,FORNITURE
6561183B7C,CREATION,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,203525.89,FORNITURE
6561183B7C,AWARD,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,203525.89,FORNITURE
6561183B7C,CONTRACT-START,EMILIA ROMAGNA,2016-03-30 00:00:00.000,Variant 1,1,203525.89,FORNITURE
6561183B7C,VARIANT,EMILIA ROMAGNA,2018-02-23 00:00:00.000,Variant 1,1,203525.89,FORNITURE
6561183B7C,CONTRACT-END,EMILIA ROMAGNA,2018-06-30 00:00:00.000,Variant 1,1,203525.89,FORNITURE
65672076A7,CREATION,CENTRALE,2016-01-29 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,AWARD,CENTRALE,2016-05-30 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,CONTRACT-START,CENTRALE,2016-05-30 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2016-12-31 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2017-06-30 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2017-12-31 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2018-06-20 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,VARIANT,CENTRALE,2018-10-09 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2019-02-05 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,CONTRACT-END,CENTRALE,2019-05-29 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2019-06-18 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
65672076A7,STATUS,CENTRALE,2019-09-23 00:00:00.000,Variant 75,75,11211660.3,FORNITURE
6568067C57,CREATION,SARDEGNA,2016-01-26 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,AWARD,SARDEGNA,2016-03-04 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,CONTRACT-START,SARDEGNA,2016-04-18 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,VARIANT,SARDEGNA,2016-05-30 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,SUSPENSION,SARDEGNA,2016-07-18 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,REPRISE,SARDEGNA,2016-08-02 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568067C57,CONTRACT-END,SARDEGNA,2016-08-12 00:00:00.000,Variant 19,19,51900.0,FORNITURE
6568879A6D,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568879A6D,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568879A6D,CONTRACT-START,EMILIA ROMAGNA,2016-05-31 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568879A6D,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568879A6D,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568879A6D,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,50535.94,FORNITURE
6568924F8E,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 1,1,79445.15,FORNITURE
6568924F8E,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 1,1,79445.15,FORNITURE
6568924F8E,CONTRACT-START,EMILIA ROMAGNA,2016-05-25 00:00:00.000,Variant 1,1,79445.15,FORNITURE
6568924F8E,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 1,1,79445.15,FORNITURE
6568924F8E,CONTRACT-END,EMILIA ROMAGNA,2017-06-30 00:00:00.000,Variant 1,1,79445.15,FORNITURE
6568944014,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568944014,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568944014,CONTRACT-START,EMILIA ROMAGNA,2016-05-25 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568944014,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568944014,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568944014,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,60971.0,FORNITURE
6568984116,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,105769.23,FORNITURE
6568984116,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,105769.23,FORNITURE
6568984116,CONTRACT-START,EMILIA ROMAGNA,2016-05-25 00:00:00.000,Variant 3,3,105769.23,FORNITURE
6568984116,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,105769.23,FORNITURE
6568984116,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,105769.23,FORNITURE
6568984116,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,105769.23,FORNITURE
65690610A1,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65690610A1,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65690610A1,CONTRACT-START,EMILIA ROMAGNA,2016-05-31 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65690610A1,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65690610A1,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65690610A1,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,85576.92,FORNITURE
65691455F1,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,97793.19,FORNITURE
65691455F1,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,97793.19,FORNITURE
65691455F1,CONTRACT-START,EMILIA ROMAGNA,2016-05-31 00:00:00.000,Variant 3,3,97793.19,FORNITURE
65691455F1,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,97793.19,FORNITURE
65691455F1,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,97793.19,FORNITURE
65691455F1,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,97793.19,FORNITURE
6569172C37,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 1,1,52317.15,FORNITURE
6569172C37,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 1,1,52317.15,FORNITURE
6569172C37,CONTRACT-START,EMILIA ROMAGNA,2016-06-01 00:00:00.000,Variant 1,1,52317.15,FORNITURE
6569172C37,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 1,1,52317.15,FORNITURE
6569172C37,CONTRACT-END,EMILIA ROMAGNA,2017-06-30 00:00:00.000,Variant 1,1,52317.15,FORNITURE
6569219303,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 3,3,159205.55,FORNITURE
6569219303,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 3,3,159205.55,FORNITURE
6569219303,CONTRACT-START,EMILIA ROMAGNA,2016-05-31 00:00:00.000,Variant 3,3,159205.55,FORNITURE
6569219303,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 3,3,159205.55,FORNITURE
6569219303,VARIANT,EMILIA ROMAGNA,2017-11-11 00:00:00.000,Variant 3,3,159205.55,FORNITURE
6569219303,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 3,3,159205.55,FORNITURE
65692447A3,CREATION,EMILIA ROMAGNA,2016-01-27 00:00:00.000,Variant 1,1,48581.34,FORNITURE
65692447A3,AWARD,EMILIA ROMAGNA,2016-05-05 00:00:00.000,Variant 1,1,48581.34,FORNITURE
65692447A3,CONTRACT-START,EMILIA ROMAGNA,2016-05-31 00:00:00.000,Variant 1,1,48581.34,FORNITURE
65692447A3,VARIANT,EMILIA ROMAGNA,2017-05-08 00:00:00.000,Variant 1,1,48581.34,FORNITURE
65692447A3,CONTRACT-END,EMILIA ROMAGNA,2017-06-30 00:00:00.000,Variant 1,1,48581.34,FORNITURE
65698782D6,CREATION,EMILIA ROMAGNA,2016-02-02 00:00:00.000,Variant 1,1,55000.0,FORNITURE
65698782D6,AWARD,EMILIA ROMAGNA,2016-02-02 00:00:00.000,Variant 1,1,55000.0,FORNITURE
65698782D6,CONTRACT-START,EMILIA ROMAGNA,2016-02-02 00:00:00.000,Variant 1,1,55000.0,FORNITURE
65698782D6,VARIANT,EMILIA ROMAGNA,2016-10-31 00:00:00.000,Variant 1,1,55000.0,FORNITURE
65698782D6,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 1,1,55000.0,FORNITURE
6573382E6A,CREATION,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,141115.0,FORNITURE
6573382E6A,AWARD,EMILIA ROMAGNA,2016-01-21 00:00:00.000,Variant 1,1,141115.0,FORNITURE
6573382E6A,CONTRACT-START,EMILIA ROMAGNA,2016-02-05 00:00:00.000,Variant 1,1,141115.0,FORNITURE
6573382E6A,VARIANT,EMILIA ROMAGNA,2017-03-06 00:00:00.000,Variant 1,1,141115.0,FORNITURE
6573382E6A,CONTRACT-END,EMILIA ROMAGNA,2017-04-30 00:00:00.000,Variant 1,1,141115.0,FORNITURE
657355090F,CREATION,EMILIA ROMAGNA,2016-02-06 00:00:00.000,Variant 17,17,50271.5,FORNITURE
657355090F,AWARD,EMILIA ROMAGNA,2016-02-06 00:00:00.000,Variant 17,17,50271.5,FORNITURE
657355090F,CONTRACT-START,EMILIA ROMAGNA,2016-02-12 00:00:00.000,Variant 17,17,50271.5,FORNITURE
